data_split,vnf_profile,vCPU_cores,VNF_memory_MB,Link_Capacity_limit_Mbps,offered_load_pps,offered_load_mbps,VNF_cpu_utilization_pct,VNF_memory_utilization_pct,passive_processed_packets_per_sec,passive_alerts_per_sec,passive_daq_drops_per_sec,MQTT_package_latency_p99_ms,MQTT_package_loss_pct,MQTT_devices_connected
train,passive,1,384,100,16636.057,100.1165,88.6724,48.3462,17545.2682,302.3333,1721.1167,0.0139,0.0,50.0
test,passive,1,1024,25,8528.0222,25.0551,81.1111,28.3287,7904.0444,298.1556,485.7333,0.0,1.0,50.0
train,passive,2,896,70,13363.8683,69.9559,58.2672,29.9268,12137.0001,282.3217,63.5445,0.1511,0.3994,50.0
train,passive,3,896,75,13915.6298,74.9299,45.0548,31.0037,16943.9973,283.0436,0.0,0.3464,0.3324,50.0
train,passive,1,1024,35,9568.5804,34.9583,74.2367,28.5127,10627.7425,290.3118,484.4791,0.0018,0.8667,50.0
train,passive,1,512,90,15546.4401,89.9785,83.7361,32.4411,20594.4516,297.3614,310.3074,0.0117,0.1333,50.0
train,passive,4,768,35,9554.7467,34.9924,29.0839,31.9632,12036.5553,302.3333,0.0,0.0871,0.8656,50.0
train,passive,3,384,40,10113.685,40.0259,41.4374,50.4015,10437.8476,301.8901,4.8925,17.3222,0.7953,50.0
train,passive,3,640,25,8462.1387,24.9912,39.4913,31.5387,9505.4591,302.3333,0.0,1.0006,0.9979,50.0
train,passive,3,512,55,11737.4374,55.0288,42.9132,34.1451,12210.3392,277.0843,0.0,0.603,0.599,50.0
train,passive,4,1024,100,16638.623,99.9693,34.6903,31.225,17770.489,302.3333,0.0,0.0142,0.0,50.0
train,passive,1,640,40,10142.5273,39.9736,80.1737,30.0812,12876.4195,302.3333,561.5309,0.0027,0.8,50.0
train,passive,3,512,70,13369.5912,70.0163,45.1972,34.5428,16900.4169,302.3333,0.0,0.4068,0.3993,50.0
train,passive,1,896,95,16090.1045,95.0076,84.2423,28.9385,16787.9627,302.3333,619.8198,0.0129,0.0667,50.0
train,passive,4,512,75,13910.74,75.0105,30.2123,32.9017,17114.1421,282.8446,0.0,0.0446,0.3328,50.0
train,passive,3,256,30,9033.3673,30.019,38.725,68.2152,9404.0895,302.3333,0.0,39.4837,0.9233,50.0
train,passive,1,256,80,14474.5642,80.2064,89.7598,64.8641,11250.8539,283.4769,2533.8684,0.0104,0.2667,50.0
train,passive,4,512,40,10097.6673,39.986,27.9389,32.903,12508.8719,286.3534,0.0,0.0875,0.7986,50.0
train,passive,4,768,55,11734.9743,54.9846,29.6454,31.6736,14234.1759,295.2944,0.0,0.0647,0.5992,50.0
train,passive,1,768,25,8507.977,24.9698,76.3959,29.617,9449.8361,283.377,542.6849,0.0,1.0,50.0
train,passive,2,512,40,10119.0296,40.037,57.7105,30.4642,13206.0746,301.2992,0.0,1.143,0.7953,50.0
train,passive,3,640,90,15545.9999,89.9731,48.3086,33.8644,21318.6443,302.3333,16.8888,0.1457,0.1331,50.0
train,passive,1,768,60,12297.6898,59.9783,80.3085,29.7792,13922.2097,294.9791,534.4709,0.0064,0.5333,50.0
train,passive,3,896,100,16632.6561,99.8913,49.4905,31.9955,22414.8302,302.3333,13.0157,0.0143,0.0,50.0
train,passive,1,512,100,16626.52,99.9823,83.836,32.8368,20403.3826,286.8676,263.3438,0.0135,0.0,50.0
train,passive,4,640,99999,18970.9959,126.9529,37.2265,32.2318,24135.0958,302.3333,2.3299,0.0016,0.0,50.0
train,passive,3,640,65,12826.3911,64.9955,44.9975,33.0461,16284.052,302.3333,2.2744,0.4745,0.4657,50.0
train,passive,4,640,65,12818.4379,64.9739,29.9052,32.0485,16381.8842,302.3333,0.0,0.0552,0.466,50.0
train,passive,4,896,99999,18985.7841,127.0043,37.0195,31.7253,19799.6946,291.2578,0.0,0.0016,0.0,50.0
train,passive,3,512,35,9557.3309,35.0187,41.4315,33.1146,10679.3447,302.3333,2.2492,0.8647,0.8652,50.0
train,passive,3,768,35,9558.9247,35.0062,41.9,30.984,11703.1543,302.3333,3.7195,0.8734,0.8645,50.0
train,passive,3,256,55,11748.8528,55.0418,44.9126,67.1538,11553.0747,302.3333,33.0221,25.3874,0.5947,50.0
train,passive,1,896,95,16090.9768,95.0184,84.6898,29.1365,16680.1176,301.7276,621.859,0.0129,0.0667,50.0
train,passive,4,1024,25,8469.1635,24.9961,28.924,30.5973,10386.7588,302.3333,0.0,0.0908,0.9992,50.0
train,passive,4,256,90,15551.8648,89.9391,33.9537,66.58,18461.1192,302.3333,0.0,0.0123,0.1333,50.0
train,passive,4,256,80,14482.2804,79.9649,32.2255,67.1051,12682.6348,276.7733,0.0,0.0104,0.2667,50.0
train,passive,4,384,50,11224.2195,49.9854,29.8868,50.0509,12663.8518,297.9443,0.0,0.04,0.6661,50.0
train,passive,3,384,50,11197.2335,50.0057,42.4144,50.0909,13565.6973,302.3333,0.0,14.4376,0.663,50.0
train,passive,3,1024,30,9015.9995,30.009,42.491,28.8431,12284.095,302.3333,14.2043,0.9487,0.9303,50.0
train,passive,4,256,85,15013.2675,84.9476,33.2946,66.9863,14098.3283,292.3435,14.3233,0.0114,0.2,50.0
train,passive,1,256,25,8471.3004,24.9877,84.4723,66.8185,10710.2353,302.3333,886.7054,0.0,1.0,50.0
train,passive,4,640,95,16090.6802,95.0053,32.3579,32.4654,20402.1827,302.3333,0.0,0.02,0.0666,50.0
train,passive,3,256,55,11755.339,55.059,43.8983,67.2833,10561.4777,285.034,0.0,25.3874,0.5947,50.0
train,passive,4,896,90,15547.7669,89.9836,32.8507,31.6341,16316.0638,295.3601,0.0,0.0249,0.1332,50.0
train,passive,2,256,100,16621.9256,99.9461,68.0132,64.6229,15601.1529,287.538,0.0,0.0138,0.0,50.0
train,passive,1,896,40,10123.6434,39.9626,75.713,28.8583,10460.313,278.7919,516.231,0.0028,0.8,50.0
train,passive,4,256,35,9659.1828,35.0236,31.0736,67.7483,8905.5914,292.0239,0.0,0.0019,0.8667,50.0
train,passive,3,640,85,15003.7998,84.9775,47.0029,33.6495,19749.5198,302.3333,0.4285,0.2115,0.1996,50.0
train,passive,3,256,35,9578.5483,35.0123,38.3853,67.7693,8482.9333,285.4167,0.0,36.6645,0.8576,50.0
train,passive,4,640,99999,18975.7881,126.9777,37.5513,32.555,23349.7995,296.91,0.0,0.0015,0.0,50.0
train,passive,2,256,35,9666.7796,34.9622,59.4534,66.0498,9414.5304,302.3333,28.7297,7.2606,0.8645,50.0
train,passive,3,512,75,13916.0607,75.0269,45.6341,34.8537,16449.1721,286.0088,0.0,0.3413,0.3328,50.0
train,passive,1,512,80,14468.2905,79.9972,83.4779,32.5764,17374.9214,284.0389,365.3169,0.0099,0.2667,50.0
train,passive,3,896,75,13909.7166,74.9089,45.2484,30.8224,18284.8129,302.3333,0.0,0.3464,0.3324,50.0
train,passive,4,256,40,10195.7801,40.0418,32.1387,68.2152,9162.1002,291.1216,0.0,0.0028,0.8,50.0
train,passive,3,896,65,12823.2419,64.9357,44.9582,30.5795,18152.8994,302.3333,0.0,0.4792,0.4653,50.0
train,passive,4,256,65,12869.9526,64.9774,32.6738,67.4744,13283.9871,302.3333,0.0,0.0076,0.4667,50.0
train,passive,1,1024,60,12289.4996,59.9935,78.2979,28.2441,11753.4663,281.358,585.9723,0.0065,0.5333,50.0
train,passive,1,384,55,11754.654,55.0496,85.6493,48.8588,12501.7076,294.3508,1164.442,0.0055,0.6,50.0
train,passive,1,512,50,11232.0223,49.9798,82.2508,31.0151,15442.2687,302.3333,518.0203,0.0045,0.6667,50.0
train,passive,2,640,50,11202.1759,50.0364,58.2407,30.835,10823.4064,276.5689,9.4389,0.7173,0.6637,50.0
train,passive,4,256,85,15013.0565,84.9477,33.3646,67.0711,15323.3843,302.3333,0.0,0.0114,0.2,50.0
test,passive,1,1024,100,16617.5778,99.9057,86.7111,27.6564,14260.7556,298.0222,1553.1333,0.0142,0.0,50.0
train,passive,4,384,50,11224.4173,49.9852,29.7832,50.0394,12539.1335,296.2729,0.0,0.04,0.6661,50.0
train,passive,1,768,75,13926.5508,74.9905,80.66,29.8751,13979.4395,273.0058,509.755,0.0092,0.3333,50.0
train,passive,3,768,100,16634.9251,99.9213,48.5091,32.8862,22361.1085,302.3333,0.0,0.0143,0.0,50.0
train,passive,4,768,80,14455.8016,79.9778,31.553,31.6693,17559.7066,302.3333,0.0,0.0366,0.2663,50.0
train,passive,4,384,60,12306.5503,60.0043,31.4199,50.4875,14379.9869,302.3333,0.0,0.0348,0.5329,50.0
train,passive,1,512,55,11770.8444,54.9861,81.8292,31.5037,14175.1848,289.7457,489.7214,0.0054,0.6,50.0
train,passive,4,512,30,9004.4023,29.9847,29.0057,33.1062,12397.0792,302.3333,22.9705,0.0997,0.9317,50.0
train,passive,2,896,30,9003.2683,30.005,55.3452,29.6419,10758.3777,302.3333,0.0,0.3335,0.932,50.0
train,passive,2,384,55,11784.2382,55.0045,59.92,48.2999,10946.5659,278.5688,0.0,2.9458,0.5975,50.0
train,passive,3,384,45,10656.5663,45.0177,40.964,50.3433,10344.2702,286.3254,0.0,15.8799,0.7291,50.0
train,passive,4,1024,60,12279.8554,59.9742,30.6535,30.8516,11990.6751,298.0849,0.0,0.0551,0.5329,50.0
train,passive,4,1024,100,16639.8442,99.9909,34.9579,31.9173,16963.9571,302.3333,0.0,0.0142,0.0,50.0
train,passive,2,896,30,9003.6709,30.0117,55.0521,29.7673,8781.0382,287.4041,5.6444,0.3335,0.932,50.0
train,passive,4,896,70,13370.5606,69.986,31.7934,31.3348,16092.7888,302.1164,0.0,0.0463,0.3996,50.0
train,passive,3,640,80,14460.8385,80.0017,46.7094,34.0091,18184.4151,296.1913,0.0,0.2772,0.2661,50.0
train,passive,2,256,35,9668.2194,34.9523,58.4628,65.7769,10362.0671,302.3333,0.0,7.2606,0.8645,50.0
train,passive,4,896,75,13913.1373,74.978,31.8856,31.365,15768.2362,302.3333,0.0,0.041,0.333,50.0
train,passive,3,1024,90,15547.9745,89.8691,48.2973,29.9855,22207.1217,302.3333,0.0,0.1478,0.1329,50.0
train,passive,2,384,70,13401.9381,69.989,61.8494,48.1509,12615.7509,284.8899,0.0,1.9685,0.3983,50.0
train,passive,3,896,85,15005.4634,84.9457,47.2918,31.9827,17610.0366,271.3206,0.0,0.2135,0.1994,50.0
train,passive,3,256,75,13930.0815,75.0798,48.9043,66.3665,14128.2412,302.3333,5.7098,14.1104,0.3319,50.0
train,passive,1,640,70,13385.6629,69.9998,82.6243,31.3105,15945.97,297.5161,467.2429,0.0081,0.4,50.0
train,passive,1,512,25,8535.7916,24.9797,80.9221,30.1214,11110.5197,302.3333,649.7586,0.0,1.0,50.0
train,passive,3,384,100,16647.6295,100.0675,52.2115,50.1543,19748.5844,302.3333,17.0954,0.0141,0.0016,50.0
train,passive,4,384,25,8524.4246,25.0187,29.9053,50.7813,10774.4095,302.3333,0.0,0.0529,0.9991,50.0
train,passive,1,384,85,15008.2868,85.0873,87.752,48.3513,16791.0929,302.3333,1535.5539,0.0111,0.2,50.0
train,passive,1,512,70,13388.6096,69.9783,82.2035,31.8499,16083.2467,287.0668,416.4293,0.0081,0.4,50.0
train,passive,3,256,40,10122.2431,40.0425,40.7373,68.0767,8482.9333,278.5585,2.6268,33.8452,0.7919,50.0
train,passive,4,768,35,9555.072,34.9939,29.0078,31.9578,11644.2899,298.8483,0.0,0.0871,0.8656,50.0
train,passive,1,512,65,12845.7838,64.9732,82.5663,31.7136,15599.1204,293.8074,461.2775,0.0072,0.4667,50.0
train,passive,2,768,25,8462.3679,25.0011,54.7111,29.5324,10854.6004,302.3333,0.0,0.7126,0.997,50.0
train,passive,4,768,85,14999.5595,84.9793,32.0997,31.766,17673.66,302.3333,6.3261,0.031,0.1997,50.0
train,passive,3,640,95,16090.446,94.9627,47.8163,34.0121,21731.481,302.3333,0.0,0.08,0.0665,50.0
train,passive,4,1024,70,13370.0831,69.9912,32.3792,31.5068,13778.1431,302.3333,0.0,0.0449,0.3997,50.0
train,passive,4,1024,95,16096.2798,94.9711,34.4298,30.9718,18129.1022,302.3333,0.0,0.0193,0.0666,50.0
train,passive,2,384,55,11782.7067,55.0057,60.6876,48.4803,12450.7576,302.3087,0.0,2.9458,0.5975,50.0
train,passive,4,512,55,11731.2738,55.0014,29.7408,33.0787,15957.8337,302.3333,0.0,0.0691,0.599,50.0
train,passive,4,512,65,12821.5669,65.0023,30.2928,32.8412,17444.84,302.3333,0.0,0.0569,0.4659,50.0
train,passive,2,384,100,16643.5705,99.9464,63.776,47.2679,14760.179,275.3441,0.0,0.014,0.0,50.0
train,passive,1,1024,55,11743.5773,54.9764,77.9916,28.1293,13590.2576,302.3333,565.7487,0.0056,0.6,50.0
train,passive,2,384,80,14480.7368,79.9625,62.6929,47.6272,14557.1503,297.9771,0.0,1.317,0.2655,50.0
train,passive,3,1024,45,10650.2555,44.9771,43.7057,29.1578,14398.2358,302.3333,4.3822,0.7485,0.7309,50.0
train,passive,4,1024,75,13916.2078,74.9925,32.7561,31.4483,13810.8905,300.9174,0.0,0.0397,0.3331,50.0
train,passive,3,768,75,13915.9152,74.9588,46.37,32.0369,19264.0608,302.3333,0.0,0.3447,0.3325,50.0
train,passive,4,384,45,10684.1647,45.0041,30.8144,50.4964,12651.69,302.3333,2.035,0.0426,0.7327,50.0
train,passive,2,512,90,15573.0799,90.0051,61.9419,31.0374,14100.3119,275.3644,0.0,0.2022,0.1325,50.0
train,passive,2,512,70,13387.3741,70.0082,60.8356,30.7775,14051.8657,297.3359,17.0151,0.5785,0.3976,50.0
train,passive,2,384,45,10704.223,45.0184,59.196,48.5585,10201.1452,280.6483,0.0,3.5973,0.7303,50.0
train,passive,3,384,45,10655.6287,45.0307,41.738,50.695,10298.2394,287.0606,0.0,15.8799,0.7291,50.0
train,passive,1,512,90,15542.0568,89.9622,83.2264,32.3672,19948.0721,302.3333,313.7437,0.0117,0.1333,50.0
train,passive,3,896,95,16090.5012,94.903,48.4346,31.8881,21644.6742,302.3333,0.0,0.0807,0.0665,50.0
train,passive,2,896,25,8458.4015,25.0144,54.4234,29.6618,8482.9333,288.2873,0.0,0.3563,0.9985,50.0
train,passive,2,768,50,11189.5304,49.9846,56.958,29.932,11691.8396,296.712,21.7159,0.4798,0.6647,50.0
train,passive,3,896,100,16635.9152,99.8876,48.2751,31.7201,21413.4014,291.6381,0.0,0.0143,0.0,50.0
train,passive,4,256,95,16084.6232,94.9347,33.8208,66.8625,15385.2035,294.8179,14.4586,0.0133,0.0667,50.0
train,passive,4,1024,50,11193.579,49.9919,29.9605,30.9395,10195.6433,285.045,0.0,0.0653,0.6661,50.0
train,passive,4,384,100,16628.7519,99.9608,33.0353,49.2561,21798.0,302.3333,0.0,0.0141,0.0,50.0
train,passive,3,640,70,13371.2409,69.9946,44.8706,33.3922,16365.1197,294.6621,0.0,0.4088,0.3992,50.0
train,passive,1,640,60,12304.6952,59.9944,81.6377,30.9945,14425.9197,292.6619,496.2742,0.0063,0.5333,50.0
train,passive,1,256,65,12838.3168,65.1451,87.9314,65.4075,11258.2509,293.6086,2075.9785,0.0076,0.4667,50.0
train,passive,3,768,60,12273.046,59.9658,45.6416,31.9065,15947.8118,302.3333,42.2655,0.5429,0.532,50.0
train,passive,2,512,65,12837.9726,65.0013,60.9948,30.6602,14439.2244,302.3333,38.0625,0.6726,0.4639,50.0
train,passive,2,896,60,12272.7989,59.9792,58.4162,30.1225,12631.3831,290.0537,47.9449,0.1967,0.5325,50.0
train,passive,3,512,100,16641.3636,100.0213,49.0665,35.5489,23320.0626,302.3333,0.0,0.0142,0.0,50.0
train,passive,2,896,99999,18957.8534,126.7683,57.8531,28.5942,13367.6516,218.5149,10.5563,0.0015,0.0,50.0
train,passive,3,640,50,11192.6666,50.0211,43.0193,33.0253,11947.4716,279.9243,0.0,0.6718,0.6653,50.0
train,passive,1,768,30,9045.6453,29.9448,76.6807,29.2063,11533.5504,302.3333,542.555,0.0009,0.9333,50.0
train,passive,3,896,80,14456.7502,79.9153,47.151,31.009,21101.8977,302.3333,0.5797,0.2799,0.2659,50.0
train,passive,3,384,70,13379.1575,70.0553,46.6419,50.8338,15335.8995,302.3333,0.0,8.6682,0.3984,50.0
train,passive,3,1024,99999,18979.9778,126.9401,51.6148,30.3133,18964.5556,301.3333,56.7333,0.0014,0.0,50.0
train,passive,1,1024,50,11198.8297,49.9706,76.6123,28.2577,11547.8025,290.2149,546.7276,0.0046,0.6667,50.0
train,passive,1,640,40,10142.0322,39.9637,79.9474,29.8399,15273.5712,302.3333,541.5858,0.0027,0.8,50.0
train,passive,4,768,30,9010.599,29.9937,28.2338,32.0153,10053.8819,293.9177,0.0,0.0927,0.9322,50.0
train,passive,2,1024,25,8453.1048,24.995,54.4084,28.9171,8836.8146,302.3333,5.5041,0.0,1.0,50.0
train,passive,4,896,65,12826.8386,64.9867,30.6417,31.342,13049.1046,289.6881,0.0,0.0517,0.4662,50.0
train,passive,2,896,25,8455.534,25.0002,55.0463,29.3955,10023.4994,302.3333,12.3302,0.3563,0.9985,50.0
train,passive,2,256,90,15547.643,89.935,67.2995,64.705,15531.0716,302.3333,23.0715,1.1287,0.133,50.0
train,passive,1,768,99999,19012.8483,127.1619,92.628,29.6195,10669.1457,198.4889,3318.878,0.0015,0.0,50.0
train,passive,3,1024,100,16632.4748,99.8366,48.1206,30.3886,21780.3666,298.7234,0.0,0.0143,0.0,50.0
train,passive,2,640,35,9564.8316,35.0386,57.1064,30.5857,11560.7578,302.3333,0.4008,0.9283,0.8628,50.0
train,passive,3,768,40,10101.5607,39.9898,42.4908,30.9418,14658.886,302.3333,0.0,0.8073,0.798,50.0
train,passive,4,256,65,12866.0941,64.9733,33.8896,67.3979,13147.6936,302.3333,36.4827,0.0076,0.4667,50.0
train,passive,1,256,25,8476.74,25.0141,83.9844,67.2113,8482.9333,270.5966,878.3257,0.0,1.0,50.0
train,passive,1,512,35,9613.3463,34.9735,79.7436,30.5663,10353.2711,279.1676,590.0893,0.0018,0.8667,50.0
train,passive,4,256,55,11801.2982,54.9984,32.6216,67.5265,12677.1218,302.3333,0.0,0.0057,0.6,50.0
train,passive,1,512,50,11231.8939,49.9872,82.3091,31.2908,14605.6511,302.3333,519.2028,0.0045,0.6667,50.0
train,passive,2,512,85,15022.7007,84.9768,62.123,30.3702,17297.6979,302.3333,10.4576,0.2963,0.1988,50.0
train,passive,1,256,50,11200.7301,50.1007,87.3258,66.2145,10287.3894,285.9904,1643.0475,0.0047,0.6667,50.0
train,passive,1,640,55,11760.4782,54.9744,81.3752,30.5891,14389.1519,302.3333,528.3555,0.0054,0.6,50.0
train,passive,1,384,99999,19001.8051,127.112,94.7986,47.8545,12785.3242,255.0111,3218.4717,0.0014,0.0,50.0
train,passive,1,640,99999,19011.6954,127.2067,93.9249,30.8475,10561.0338,198.4889,2886.1902,0.0015,0.0,50.0
train,passive,4,384,50,11226.4481,50.0182,31.1738,50.8661,13134.4718,302.3333,0.0,0.04,0.6661,50.0
train,passive,4,384,70,13385.4116,69.9915,31.8918,50.1536,15006.5048,294.8243,9.5276,0.0296,0.3997,50.0
train,passive,3,640,50,11191.5758,49.9908,42.9463,32.222,15886.4967,302.3333,0.0,0.6718,0.6653,50.0
train,passive,2,768,40,10100.7705,39.9999,55.9821,29.878,10608.2167,292.9524,10.9579,0.5729,0.7976,50.0
train,passive,2,768,45,10639.1521,44.9918,58.3631,30.1216,11958.2375,302.3333,60.0543,0.5264,0.7312,50.0
train,passive,3,896,50,11194.8257,50.0043,43.6171,31.0438,12290.3163,272.7029,0.0,0.6784,0.6647,50.0
train,passive,4,1024,80,14461.4226,79.9818,33.5669,31.049,14760.6245,302.3333,13.1521,0.0346,0.2665,50.0
train,passive,1,768,40,10132.7205,39.9824,78.3826,29.931,11645.7269,293.782,532.964,0.0027,0.8,50.0
train,passive,3,384,80,14466.1902,80.0509,48.4494,50.5024,16679.4771,302.3333,9.6775,5.7835,0.2662,50.0
train,passive,4,256,55,11799.6528,54.9817,32.294,67.1381,13635.873,302.3333,0.0,0.0057,0.6,50.0
train,passive,1,384,80,14472.177,80.0877,86.6292,48.2486,15343.7933,300.6913,1454.6658,0.0101,0.2667,50.0
train,passive,4,896,45,10642.85,44.987,30.4172,31.4351,11891.7249,302.3333,15.5774,0.0731,0.7326,50.0
train,passive,2,256,30,9138.1187,29.9724,58.3837,65.9716,10945.0558,302.3333,0.0,7.818,0.931,50.0
train,passive,3,640,35,9558.1334,35.0042,39.9869,31.977,9431.2497,281.1361,0.0,0.8691,0.8648,50.0
train,passive,3,512,30,9008.3243,30.0005,40.1138,32.7568,9660.9623,302.3333,0.7333,0.9302,0.9317,50.0
train,passive,1,896,50,11209.6069,49.9747,78.6375,28.7624,13334.4928,302.3333,547.3163,0.0046,0.6667,50.0
train,passive,1,640,55,11761.9255,54.9627,79.7861,30.3141,13647.0404,293.3339,504.0572,0.0055,0.6,50.0
train,passive,3,256,25,8483.1697,24.972,36.412,67.9234,8887.5083,302.3333,0.0,42.303,0.989,50.0
train,passive,3,384,45,10651.1279,45.0107,42.2175,50.4114,11618.8257,302.3333,16.1868,15.8799,0.7291,50.0
train,passive,3,896,85,14999.1576,84.9012,46.8551,31.2676,20154.3054,302.3333,0.0,0.2136,0.1994,50.0
train,passive,4,768,80,14458.8154,79.9846,32.0283,31.5635,18452.4616,302.3333,0.0,0.0366,0.2663,50.0
train,passive,3,896,80,14461.0156,79.92,45.0219,31.0719,17051.7936,274.1458,0.0,0.28,0.2659,50.0
train,passive,3,1024,30,9017.6925,30.0099,41.7328,28.8362,11726.7022,299.9113,0.0,0.9487,0.9303,50.0
train,passive,4,1024,30,9015.7109,30.0209,29.1342,31.256,8482.9333,274.4377,0.0,0.0857,0.9326,50.0
train,passive,4,512,95,16087.0432,94.9948,31.7947,32.2407,21661.6676,302.3333,15.2851,0.0202,0.0666,50.0
train,passive,3,256,65,12840.5118,65.0611,46.7189,66.7332,13047.8704,302.3333,11.2392,19.7489,0.4633,50.0
train,passive,4,256,65,12868.2585,64.9612,32.2164,67.0851,13194.2571,302.3333,0.0,0.0076,0.4667,50.0
train,passive,3,640,70,13367.1627,69.9898,45.9228,33.4176,17192.8501,302.3333,13.9235,0.4088,0.3992,50.0
train,passive,4,768,99999,18974.9585,126.9569,36.5547,31.6759,22604.6899,302.3333,0.0,0.0016,0.0,50.0
train,passive,4,640,50,11181.6043,49.98,30.5141,32.3764,14966.8515,302.3333,29.4876,0.0727,0.6657,50.0
train,passive,4,1024,35,9559.0129,34.9895,29.7047,30.5118,11757.8936,302.3333,0.0,0.0806,0.866,50.0
train,passive,2,512,60,12300.9993,60.0193,59.8054,30.4813,13988.8582,302.3333,5.1686,0.7667,0.5302,50.0
train,passive,4,256,80,14480.4642,79.9586,32.5682,67.0269,13379.9328,286.9579,0.0,0.0104,0.2667,50.0
train,passive,3,896,70,13365.0831,69.9334,46.4386,30.9751,18199.7196,302.3333,22.3302,0.4128,0.3988,50.0
train,passive,4,512,40,10096.5832,39.9794,28.8438,32.6314,16521.9023,302.3333,0.0,0.0875,0.7986,50.0
train,passive,2,256,35,9669.128,34.9762,59.6593,66.3598,9977.4313,302.3333,9.8164,7.2606,0.8645,50.0
train,passive,2,640,60,12290.9067,60.0091,59.1534,30.5342,13139.438,292.3949,15.1519,0.5767,0.531,50.0
train,passive,3,640,90,15548.3263,89.9739,47.5363,33.8117,20618.124,302.3333,0.0,0.1457,0.1331,50.0
train,passive,2,1024,90,15525.592,89.9216,62.1523,30.5654,15150.8456,301.3774,159.4547,0.0124,0.1333,50.0
train,passive,4,1024,99999,18989.4287,126.9909,36.8157,30.6088,22178.3842,302.3333,0.0,0.0016,0.0,50.0
train,passive,2,256,85,15015.3302,84.9358,65.717,64.6989,14346.0267,295.1561,10.8274,1.6862,0.1995,50.0
train,passive,1,896,50,11205.3009,49.9598,78.6409,28.6239,15012.2733,302.3333,546.6294,0.0046,0.6667,50.0
train,passive,1,640,99999,19014.447,127.2109,94.8912,30.718,11628.1134,207.0489,2891.7617,0.0015,0.0,50.0
train,passive,1,512,99999,19012.9272,127.231,93.6753,31.4823,10122.7733,200.2141,2445.7872,0.0015,0.0,50.0
train,passive,2,640,30,9019.9329,30.0304,56.5349,30.0526,12746.3925,302.3333,0.0,0.9986,0.9292,50.0
train,passive,1,384,75,13928.7292,75.0955,86.513,48.8783,14392.8641,293.2269,1384.1458,0.0092,0.3333,50.0
train,passive,2,768,45,10643.3389,45.0033,57.8409,30.2639,11895.8343,302.3333,33.0955,0.5264,0.7312,50.0
train,passive,3,256,75,13933.122,75.0876,48.6056,66.3174,13208.3113,292.4488,0.9528,14.1104,0.3319,50.0
train,passive,2,384,60,12319.937,59.9819,61.3254,47.9365,13777.1934,302.3333,8.5158,2.62,0.5311,50.0
train,passive,2,256,55,11809.3589,54.9631,61.8269,65.7042,11988.8247,302.3333,0.0,5.0308,0.5985,50.0
train,passive,2,512,90,15571.228,89.9816,62.2213,30.539,17800.2172,302.3333,0.0,0.2022,0.1325,50.0
train,passive,3,1024,75,13912.8422,74.8981,45.6473,29.8518,17978.0211,295.5384,0.0,0.3481,0.3322,50.0
train,passive,4,768,80,14458.0597,79.979,31.9302,31.4605,19643.2755,302.3333,0.0,0.0366,0.2663,50.0
train,passive,2,640,45,10655.6483,45.0315,57.9174,30.6707,11700.6704,295.5427,6.3903,0.7876,0.7301,50.0
train,passive,1,512,65,12845.211,64.9629,82.3446,31.495,16893.3734,302.3333,443.0296,0.0072,0.4667,50.0
train,passive,2,1024,95,16072.736,94.9076,61.4229,30.3762,15585.5742,297.9833,143.7505,0.0134,0.0667,50.0
train,passive,1,1024,95,16097.6409,95.0389,85.5615,27.9324,15922.936,302.3333,740.3053,0.013,0.0667,50.0
train,passive,4,768,95,16091.3791,94.9797,31.8338,31.6785,17370.5211,284.6584,4.5032,0.0198,0.0666,50.0
train,passive,4,896,25,8468.6664,25.018,28.4292,31.8458,8482.9333,274.3807,0.0,0.0945,0.999,50.0
train,passive,3,768,80,14459.0413,79.9625,46.8356,32.6818,19063.4606,302.3333,0.0,0.2786,0.266,50.0
train,passive,2,768,80,14456.4698,79.9548,60.9958,30.379,14474.5827,300.456,79.7585,0.2004,0.2659,50.0
train,passive,3,1024,50,11191.8511,49.9699,44.0776,29.7478,15258.3671,302.3333,0.0,0.6818,0.6645,50.0
train,passive,2,256,60,12347.9635,59.9587,62.3562,65.1432,12007.572,301.5645,2.1295,4.4734,0.532,50.0
train,passive,3,384,75,13923.7993,75.0424,47.0443,50.2282,16543.9326,302.2104,0.0,7.2259,0.3323,50.0
train,passive,2,384,45,10703.4295,44.998,59.5511,47.9827,12052.5443,302.3333,5.1795,3.5973,0.7303,50.0
train,passive,1,512,75,13926.4213,74.978,83.5651,32.0018,18995.1639,302.3333,394.7939,0.009,0.3333,50.0
train,passive,2,256,100,16619.1194,99.9303,68.4396,64.3331,16761.5556,302.3333,12.9711,0.0138,0.0,50.0
train,passive,4,1024,35,9551.0892,34.9856,30.6651,30.9029,9886.6351,302.3333,39.9037,0.0806,0.866,50.0
train,passive,4,896,85,15002.2005,84.9717,31.9968,31.3673,15945.6132,298.9223,0.0,0.0303,0.1998,50.0
train,passive,1,768,30,9045.1726,29.9513,77.9424,29.2623,11703.829,302.3333,571.6409,0.0009,0.9333,50.0
train,passive,1,768,90,15546.8346,89.9983,84.0405,30.1793,18094.5949,302.3333,514.6058,0.0119,0.1333,50.0
train,passive,2,896,40,10095.1376,39.9894,54.6849,29.5842,8680.0204,272.8228,11.8344,0.2879,0.7988,50.0
train,passive,1,896,40,10122.6959,39.9598,76.751,28.7146,13392.042,299.7022,513.7904,0.0027,0.8,50.0
