data_split,vnf_profile,vCPU_cores,VNF_memory_MB,Link_Capacity_limit_Mbps,offered_load_pps,offered_load_mbps,VNF_cpu_utilization_pct,VNF_memory_utilization_pct,passive_processed_packets_per_sec,passive_alerts_per_sec,passive_daq_drops_per_sec,MQTT_package_latency_p99_ms,MQTT_package_loss_pct,MQTT_devices_connected
train,passive,2,512,40,10116.6436,40.0416,58.2253,30.7306,12221.8315,300.8717,11.7991,1.143,0.7953,50.0
train,passive,3,256,30,9035.132,30.0188,38.5088,68.1377,8482.9333,292.9134,1.3297,39.4837,0.9233,50.0
train,passive,3,384,50,11201.0265,50.0454,42.9511,50.8877,10486.189,279.6938,2.1343,14.4376,0.663,50.0
train,passive,1,256,25,8471.174,24.9908,84.3931,66.9264,10383.6021,301.0285,884.8454,0.0,1.0,50.0
train,passive,1,768,40,10125.6871,39.9561,79.1386,29.5494,12663.2464,302.3333,571.6111,0.0027,0.8,50.0
train,passive,2,640,55,11745.3156,55.0239,58.9308,30.7794,11621.9038,283.3665,21.2917,0.647,0.5973,50.0
train,passive,2,256,75,13949.3504,74.9579,64.6071,65.162,13271.8386,293.1138,0.0,2.801,0.3325,50.0
train,passive,1,640,55,11763.3741,54.9896,81.4116,30.9249,14751.1,302.3333,506.1146,0.0054,0.6,50.0
train,passive,3,640,40,10101.1466,40.0005,41.0911,32.1869,10708.3199,287.9463,0.0,0.8033,0.7983,50.0
train,passive,3,384,99999,18968.5659,126.9596,50.7166,48.8374,21993.3061,302.3333,0.0,0.0015,0.0,50.0
train,passive,4,384,99999,18999.3443,127.2304,38.114,50.4421,20790.5797,284.58,0.0,0.0015,0.0,50.0
train,passive,3,1024,45,10649.6751,44.971,43.6379,29.0237,15759.6429,302.3333,0.0,0.7485,0.7309,50.0
train,passive,2,256,60,12345.6885,59.9512,61.8559,65.1654,12738.4747,295.8182,0.0,4.4734,0.532,50.0
train,passive,2,768,99999,18961.6895,126.8348,61.3211,29.5339,16058.0933,260.5379,8.4311,0.0015,0.0,50.0
train,passive,3,512,99999,18968.7376,126.9754,49.6521,32.8487,19128.1068,302.3333,16.6221,0.0016,0.0,50.0
train,passive,4,384,40,10141.711,39.9874,29.823,50.1871,12094.4387,302.3333,0.0,0.0452,0.7993,50.0
train,passive,2,768,80,14461.7474,79.968,61.0777,30.3922,15039.1802,302.3333,59.656,0.2004,0.2659,50.0
train,passive,3,640,99999,18977.1589,126.9981,49.4403,32.7578,16411.6076,267.1499,5.1304,0.0015,0.0,50.0
train,passive,3,1024,100,16630.942,99.843,49.7847,30.482,22496.9962,302.3333,27.3317,0.0143,0.0,50.0
train,passive,4,256,50,11258.507,49.9845,32.6498,67.4494,11628.6927,302.3333,23.5623,0.0048,0.6667,50.0
train,passive,4,768,60,12279.9458,59.987,29.6021,31.7746,13466.9177,286.5858,0.0,0.0591,0.5327,50.0
train,passive,1,384,40,10129.8798,40.0228,84.1513,48.8829,12149.6473,302.3333,953.8715,0.0028,0.8,50.0
train,passive,4,896,65,12821.8565,64.9941,32.0171,31.7703,13151.6043,294.0225,21.2518,0.0517,0.4662,50.0
train,passive,1,512,25,8534.528,24.9822,80.0346,30.4601,10126.1819,295.5353,635.353,0.0,1.0,50.0
train,passive,2,512,60,12294.424,59.9923,58.8115,30.3183,14168.9748,302.3333,0.0,0.7667,0.5302,50.0
train,passive,3,640,65,12825.8227,64.9878,43.8856,32.984,15248.3882,289.8454,0.0,0.4745,0.4657,50.0
train,passive,3,512,55,11735.6304,55.0305,43.8137,34.4327,14325.8071,302.3333,0.0,0.603,0.599,50.0
train,passive,1,1024,65,12832.9564,64.9835,78.3078,27.9324,12131.3389,282.8783,601.956,0.0074,0.4667,50.0
train,passive,4,1024,40,10105.9677,39.9933,29.0425,30.6657,9008.3773,285.5283,0.0,0.0755,0.7994,50.0
train,passive,1,512,60,12307.3902,59.9675,81.6259,31.396,15383.4127,299.3498,463.2339,0.0063,0.5333,50.0
train,passive,2,384,30,9077.8114,30.0063,58.4764,48.4312,10859.9977,302.3333,26.522,4.5746,0.9294,50.0
train,passive,1,1024,50,11197.6849,49.9612,76.8916,28.0504,12248.0211,299.1127,560.8069,0.0046,0.6667,50.0
train,passive,4,256,95,16083.1223,94.9227,33.424,66.6859,16388.2607,302.3333,0.0,0.0133,0.0667,50.0
train,passive,4,1024,100,16639.8479,99.9658,34.644,31.0178,19161.8927,302.3333,0.0,0.0142,0.0,50.0
train,passive,4,640,100,16637.6543,99.9942,32.7027,31.7584,21421.9568,302.3333,4.1588,0.0141,0.0,50.0
train,passive,1,1024,55,11743.3873,54.9701,77.8647,27.9324,13103.62,302.3333,573.4979,0.0056,0.6,50.0
train,passive,1,768,30,9048.6341,29.9735,77.2092,29.7318,9943.7407,284.1626,547.2089,0.0009,0.9333,50.0
train,passive,2,640,25,8473.7056,25.046,56.0892,30.5278,10868.6664,302.3333,0.0,1.0689,0.9956,50.0
train,passive,4,896,25,8466.2996,25.0012,28.7245,31.5247,8776.247,293.8843,5.1038,0.0945,0.999,50.0
train,passive,4,256,70,13410.5157,70.0001,33.0996,67.7741,11831.0215,280.8405,0.0,0.0085,0.4,50.0
train,passive,1,768,65,12840.149,64.9783,80.2732,29.7519,14196.1241,291.5168,521.2545,0.0073,0.4667,50.0
train,passive,4,640,70,13369.2377,69.9914,29.1414,32.2031,14950.5801,278.5742,0.0,0.0493,0.3994,50.0
train,passive,4,768,35,9556.0114,35.0037,29.0061,32.16,10789.5673,289.0231,0.0,0.0871,0.8656,50.0
train,passive,4,768,85,15004.6268,85.0119,32.0904,32.3067,15697.1227,276.4405,0.0,0.0309,0.1997,50.0
train,passive,4,1024,50,11193.4445,49.9988,30.3842,31.1013,10252.085,285.8104,0.0,0.0653,0.6661,50.0
train,passive,1,768,100,16627.692,99.9946,84.864,30.2228,19070.813,302.3333,509.559,0.0137,0.0,50.0
train,passive,1,256,40,10108.3663,40.0488,86.0675,66.3221,10499.4865,294.3456,1347.4295,0.0029,0.8,50.0
train,passive,3,640,30,9008.8691,29.9939,40.3638,31.669,10426.5644,302.3333,0.1033,0.9348,0.9314,50.0
train,passive,3,512,50,11185.6945,50.0062,43.3972,33.717,13239.6088,302.3333,23.6553,0.6685,0.6655,50.0
train,passive,1,384,55,11754.8024,55.0302,84.6471,48.4198,13524.7827,302.3333,1142.9693,0.0056,0.6,50.0
train,passive,4,640,99999,18974.8171,126.9711,37.8978,32.3921,24485.9846,302.3333,3.8235,0.0015,0.0,50.0
train,passive,4,512,80,14456.2713,79.9909,30.9181,32.1181,21321.9956,302.3333,0.0,0.0385,0.2662,50.0
train,passive,4,384,80,14469.3961,79.9805,30.8709,49.7686,15248.1632,279.008,0.0,0.0245,0.2664,50.0
train,passive,1,384,45,10675.9588,45.0468,84.2802,48.944,10975.1796,282.5577,1013.474,0.0037,0.7333,50.0
train,passive,1,512,25,8535.5896,24.9884,81.0254,30.4568,11083.5825,302.3333,643.0281,0.0,1.0,50.0
train,passive,2,512,35,9572.8497,35.0449,57.195,30.6191,11493.8874,295.0653,3.5244,1.2371,0.8616,50.0
train,passive,4,384,95,16085.6124,94.9532,31.741,49.3583,18492.6474,300.6683,0.0,0.0168,0.0666,50.0
train,passive,2,384,40,10164.1613,40.0156,58.9377,48.3978,10688.0203,294.8525,1.047,3.923,0.7966,50.0
train,passive,1,896,60,12291.1364,59.965,79.4991,28.556,15863.8606,302.3333,551.1203,0.0065,0.5333,50.0
train,passive,2,1024,75,13892.7915,74.9322,60.1639,30.0808,14257.7423,302.3333,119.1575,0.0095,0.3333,50.0
train,passive,3,384,100,16647.866,100.0566,51.712,49.8614,22649.7717,302.3333,0.0,0.0141,0.0016,50.0
train,passive,3,896,99999,18965.6888,126.9159,48.3118,31.1913,15952.6763,260.3313,38.4571,0.0016,0.0,50.0
train,passive,1,512,90,15546.136,89.9865,83.8742,32.7407,19688.7335,297.1401,313.3134,0.0117,0.1333,50.0
train,passive,1,640,35,9603.0519,34.9832,79.9406,30.3048,12444.6696,302.3333,563.8943,0.0018,0.8667,50.0
train,passive,2,640,30,9016.9023,30.0246,56.0979,30.2033,11238.7227,302.3333,0.2258,0.9986,0.9292,50.0
train,passive,4,1024,30,9014.5757,30.0055,29.4698,30.9421,9285.0318,302.3333,0.0,0.0857,0.9326,50.0
train,passive,1,640,40,10141.7977,39.9802,79.9236,30.4223,12545.1082,302.1303,550.0445,0.0027,0.8,50.0
train,passive,1,768,25,8505.267,24.9447,76.2848,29.1177,11491.1081,302.3333,542.9012,0.0,1.0,50.0
train,passive,3,384,99999,18970.5669,126.9695,51.1514,48.9265,21635.8912,296.7817,8.691,0.0015,0.0,50.0
train,passive,2,768,45,10642.8958,44.9922,57.2699,29.9868,11845.0201,302.3333,28.8455,0.5264,0.7312,50.0
train,passive,1,512,55,11765.9339,54.9847,83.1718,31.7791,15449.8063,302.3333,510.4884,0.0054,0.6,50.0
train,passive,1,768,55,11758.3916,54.9876,80.2036,29.8446,13446.3102,296.0392,533.5276,0.0055,0.6,50.0
train,passive,2,384,100,16635.6349,99.9238,64.6155,47.1289,17036.5183,302.3333,0.0,0.014,0.0,50.0
train,passive,2,256,60,12342.9107,59.951,62.7511,65.2762,13391.5872,302.3333,4.3622,4.4734,0.532,50.0
train,passive,3,384,80,14462.7396,80.0419,49.0984,50.3725,16827.4559,302.3333,36.3062,5.7835,0.2662,50.0
train,passive,2,384,50,11240.4385,49.9903,60.2146,48.0348,13163.2966,302.3333,6.1901,3.2716,0.6639,50.0
train,passive,4,640,65,12819.2896,64.9755,29.5357,32.0739,15832.7909,301.4686,0.0,0.0552,0.466,50.0
train,passive,4,512,30,9002.853,29.9906,29.0283,33.4938,12415.8534,302.3333,15.0603,0.0997,0.9317,50.0
train,passive,4,256,60,12338.094,59.9906,32.6554,67.3117,12259.6666,302.0253,1.3247,0.0066,0.5333,50.0
train,passive,3,896,50,11192.4013,49.984,43.9423,30.7358,15377.0237,302.3333,0.0,0.6784,0.6647,50.0
train,passive,2,768,50,11190.3604,50.0028,58.0438,30.3601,12295.5314,302.3333,24.9028,0.4798,0.6647,50.0
train,passive,3,896,25,8472.3934,25.0165,40.1096,29.6647,9522.2295,288.5817,0.0,1.0105,0.9971,50.0
train,passive,2,896,35,9550.8045,35.0274,55.6603,30.241,8482.9333,267.416,10.0187,0.3106,0.8654,50.0
train,passive,4,1024,45,10648.3985,44.9883,29.8969,30.7374,11150.1986,295.562,0.0,0.0704,0.7327,50.0
train,passive,4,1024,90,15552.8774,90.0016,33.4543,31.7425,13348.4119,271.2364,0.0,0.0244,0.1332,50.0
train,passive,2,384,45,10698.2379,44.9806,58.7577,47.9787,12032.0823,302.3333,0.0,3.5973,0.7303,50.0
train,passive,1,256,75,13926.2993,75.1655,89.135,64.6502,12454.0563,302.3333,2386.853,0.0095,0.3333,50.0
train,passive,2,768,45,10645.3346,45.0072,57.4412,30.2132,11186.8425,294.519,26.9735,0.5264,0.7312,50.0
validation,passive,4,256,25,8398.7333,25.0047,23.4889,67.6955,8414.6667,303.9333,0.0,0.0915,0.9992,50.0
train,passive,1,896,65,12838.3777,64.9918,80.9033,28.7838,14588.9446,302.3333,576.5525,0.0073,0.4667,50.0
train,passive,2,384,85,15020.026,84.9533,62.9924,47.4907,14915.1545,297.8297,0.0,0.9913,0.1992,50.0
train,passive,1,896,50,11209.5478,49.9791,78.7292,28.936,13402.3709,302.3333,543.3394,0.0046,0.6667,50.0
train,passive,1,384,95,16089.9894,95.1022,88.9407,48.4052,17250.0632,302.3333,1680.2162,0.0129,0.0667,50.0
train,passive,1,896,99999,19008.8675,127.1226,93.1433,28.7423,12354.6866,198.4889,3767.6059,0.0015,0.0,50.0
train,passive,1,384,70,13382.6515,70.0575,85.6376,48.3389,14855.6091,302.3333,1326.6743,0.0083,0.4,50.0
train,passive,3,640,25,8466.4237,25.013,40.2034,31.7959,9892.3297,302.3333,0.0,1.0006,0.9979,50.0
train,passive,2,256,99999,19131.2408,128.1841,73.1811,66.3969,25374.3556,302.3333,40.1416,0.0015,0.0,50.0
train,passive,4,896,30,9007.4973,29.9877,29.5966,31.3781,10390.9763,302.3333,21.688,0.0892,0.9324,50.0
validation,passive,4,256,99999,18952.3111,126.7897,40.9,67.0002,25308.6889,301.3333,6.8222,0.0016,0.0,50.0
train,passive,3,1024,90,15547.3435,89.8658,46.8467,30.1205,20110.8983,287.6264,0.0,0.1478,0.1329,50.0
train,passive,3,896,75,13917.2176,74.9314,45.1976,30.8948,16981.6316,285.9328,0.0,0.3464,0.3324,50.0
train,passive,4,640,75,13912.1428,75.0088,31.1893,32.6826,17128.8514,301.1373,0.0,0.0434,0.3328,50.0
train,passive,3,768,90,15548.6329,89.936,47.8803,32.3946,22941.472,302.3333,0.0,0.1464,0.133,50.0
train,passive,3,512,95,16088.5031,95.0047,49.2539,35.3343,21625.9739,302.3333,37.8992,0.0796,0.0666,50.0
train,passive,1,768,50,11214.7199,49.9665,78.5173,29.5406,12048.6857,285.0279,538.1689,0.0046,0.6667,50.0
train,passive,1,512,35,9610.3215,34.9773,81.0079,30.8667,12514.4042,302.3333,586.2993,0.0018,0.8667,50.0
train,passive,3,1024,70,13369.4703,69.9155,46.0839,29.7743,19526.4931,302.3333,0.0,0.4148,0.3987,50.0
train,passive,4,896,75,13916.0651,75.0027,32.0417,31.8261,14036.8702,283.3329,0.0,0.0409,0.333,50.0
train,passive,2,384,25,8545.8586,25.0458,56.9305,49.0122,8482.9333,270.3228,0.0,4.9003,0.9958,50.0
train,passive,1,640,75,13926.669,74.9977,82.6151,31.3789,16555.4777,299.1478,447.1307,0.0091,0.3333,50.0
train,passive,1,512,99999,19015.6052,127.2357,93.8207,31.3031,12761.1015,208.6103,2437.2324,0.0015,0.0,50.0
train,passive,3,768,80,14459.5325,79.9583,46.3916,32.5336,18581.8197,298.3126,0.0,0.2786,0.266,50.0
train,passive,2,640,70,13381.602,69.9858,60.305,30.1446,14618.1789,302.3333,30.2704,0.436,0.3982,50.0
train,passive,3,896,30,9014.8114,30.0034,41.6064,29.6967,13214.8809,302.3333,0.0,0.9441,0.9306,50.0
train,passive,3,896,65,12827.1963,64.9553,45.6017,30.8011,17051.5023,302.3333,3.0754,0.4792,0.4653,50.0
train,passive,4,384,99999,18990.6289,127.1967,39.1582,49.9705,22805.4289,302.3333,36.9564,0.0016,0.0,50.0
train,passive,1,384,80,14471.6009,80.0916,87.0751,48.3891,15836.2211,302.3333,1455.3741,0.0101,0.2667,50.0
train,passive,3,896,65,12825.2799,64.9609,45.4774,31.2326,16998.1059,302.3333,0.0,0.4792,0.4653,50.0
train,passive,1,640,80,14467.624,80.0003,83.8119,31.3575,17968.4624,302.3333,443.9902,0.01,0.2667,50.0
train,passive,2,640,60,12288.2554,59.9985,59.5153,30.3941,13537.5983,302.3333,31.4829,0.5767,0.531,50.0
train,passive,1,896,90,15551.4155,90.0186,83.5948,29.0784,15616.9294,289.839,610.2092,0.012,0.1333,50.0
train,passive,1,384,35,9589.3374,35.0027,83.0925,48.4228,12405.4843,299.4081,880.8573,0.0019,0.8667,50.0
train,passive,2,768,35,9558.7615,35.0205,55.2953,30.0535,8893.9368,274.4976,1.6981,0.6195,0.8641,50.0
train,passive,3,1024,35,9554.9718,34.9902,43.2653,29.1138,12976.1929,302.3333,29.5805,0.882,0.8638,50.0
train,passive,1,384,99999,19000.6603,127.1121,94.0005,47.9458,12833.9478,256.8833,3221.8807,0.0014,0.0,50.0
train,passive,4,896,95,16094.1784,94.9926,33.4053,31.7886,16586.7736,289.4917,0.0,0.0195,0.0666,50.0
train,passive,3,768,50,11190.1052,49.98,43.1605,31.3969,14188.0343,302.3333,0.2742,0.6751,0.665,50.0
train,passive,2,1024,99999,18944.6057,126.6936,55.8729,28.0572,12911.5547,210.1283,25.9022,0.0016,0.0,50.0
train,passive,3,768,99999,18969.9673,126.9585,50.0561,31.987,18598.501,276.784,28.1311,0.0015,0.0,50.0
train,passive,3,256,50,11210.7164,50.0486,42.8627,67.4565,10517.8865,292.0478,0.0,28.2067,0.6604,50.0
train,passive,3,256,85,15021.8829,85.1054,51.3171,66.0345,15396.6957,302.3333,0.0,8.4719,0.2004,50.0
train,passive,1,256,80,14469.9307,80.1781,89.2027,64.4605,12190.8502,300.8591,2532.8199,0.0104,0.2667,50.0
train,passive,2,896,90,15541.1489,89.9338,61.8998,30.1644,16986.358,302.3333,100.4416,0.0598,0.1331,50.0
train,passive,2,768,30,9014.0885,30.0384,55.9413,30.2089,9054.9757,284.3133,4.7009,0.666,0.9306,50.0
train,passive,1,512,99999,19012.5252,127.2253,93.2468,31.3904,9850.575,198.4889,2442.8053,0.0015,0.0,50.0
train,passive,2,896,80,14451.5231,79.9403,59.9306,30.0052,15339.8324,296.0257,74.7462,0.1055,0.2663,50.0
train,passive,2,256,90,15543.7802,89.927,67.9128,64.687,15878.1398,302.3333,44.5774,1.1287,0.133,50.0
train,passive,2,384,70,13403.8884,69.9819,61.0826,47.9671,12702.8327,286.7545,0.0,1.9685,0.3983,50.0
train,passive,1,1024,100,16639.7389,100.0444,86.1873,27.9324,16783.8183,302.3333,750.8332,0.0139,0.0,50.0
train,passive,3,384,99999,18972.6329,126.9839,51.6167,49.2369,22372.2384,302.3333,0.0,0.0015,0.0,50.0
train,passive,4,768,90,15544.5993,89.9695,32.0816,31.4768,19629.5434,302.3333,0.0,0.0254,0.1332,50.0
train,passive,4,768,40,10100.8875,40.0024,29.3826,32.1119,11162.3104,292.2628,0.0,0.0814,0.799,50.0
train,passive,3,896,75,13913.6434,74.9258,46.2642,30.8917,19928.2843,302.3333,0.0,0.3464,0.3324,50.0
train,passive,4,384,95,16085.2676,94.9734,33.3221,49.8756,19076.7511,302.3333,10.6488,0.0167,0.0666,50.0
train,passive,3,896,65,12818.3239,64.94,46.2719,30.9297,17057.8797,302.3333,37.8135,0.4792,0.4653,50.0
train,passive,3,512,40,10100.9996,40.0176,41.8164,33.3932,11455.1372,302.3333,0.0,0.7993,0.7986,50.0
train,passive,4,256,65,12869.1439,64.9619,32.3568,67.0124,13293.3728,302.3333,0.0,0.0076,0.4667,50.0
train,passive,1,1024,75,13921.651,75.0031,81.9136,27.9324,16268.731,302.3333,647.6886,0.0093,0.3333,50.0
train,passive,2,896,30,9001.8783,30.0043,55.1766,29.7808,9959.7073,302.3333,0.6016,0.3335,0.932,50.0
train,passive,4,768,75,13908.57,74.9826,32.1148,31.896,16431.3749,302.3333,22.866,0.0422,0.3329,50.0
train,passive,4,1024,40,10099.7837,39.9922,30.4496,30.9863,10307.4916,302.3333,15.4877,0.0755,0.7994,50.0
train,passive,4,384,40,10147.2833,40.0305,30.4436,50.9844,10335.3659,283.5239,0.0,0.0451,0.7993,50.0
train,passive,2,1024,90,15529.5964,89.9357,61.6519,30.7262,14302.232,286.9152,140.1944,0.0124,0.1333,50.0
train,passive,4,1024,30,9010.3912,29.9889,28.8688,30.8621,9455.3432,302.3333,0.0,0.0857,0.9326,50.0
train,passive,4,256,75,13944.5557,74.986,33.6795,67.7499,14289.5336,302.3333,0.0,0.0095,0.3333,50.0
train,passive,2,256,80,14480.837,79.9562,65.7885,65.231,13382.0783,290.0453,15.8892,2.2436,0.266,50.0
train,passive,3,256,80,14473.7071,80.0805,49.5281,66.0881,14837.0397,302.3333,0.0,11.2912,0.2662,50.0
validation,passive,4,1024,25,8472.6,25.0062,27.9111,29.5534,11357.9111,301.0444,0.0,0.4623,0.9992,50.0
train,passive,1,384,45,10674.1095,45.0243,84.3246,48.4405,13224.3018,302.3333,1014.2002,0.0037,0.7333,50.0
train,passive,1,384,85,15004.9029,85.0843,88.2669,48.4605,16355.2683,302.3333,1557.1313,0.0111,0.2,50.0
validation,passive,1,512,99999,19014.0444,127.2612,94.9556,30.2414,14937.0667,301.4889,3993.0222,0.0015,0.0,50.0
train,passive,4,768,60,12280.1196,59.994,29.797,32.011,13428.2532,290.3794,0.0,0.059,0.5327,50.0
train,passive,2,768,95,16095.3701,94.964,62.718,31.1375,16513.0162,302.3333,61.0685,0.0608,0.0665,50.0
train,passive,4,512,75,13905.5642,74.9766,29.6724,32.3814,18529.513,302.3333,0.0,0.0447,0.3328,50.0
train,passive,1,640,80,14463.0443,79.9704,82.9854,30.8476,19280.4983,302.3333,436.7505,0.01,0.2667,50.0
train,passive,1,1024,90,15553.0611,90.0447,84.3509,28.2263,14339.4366,289.0382,712.1491,0.012,0.1333,50.0
train,passive,3,640,35,9556.581,35.0175,41.4042,32.3884,10673.7464,299.817,0.0,0.8691,0.8648,50.0
train,passive,1,640,60,12301.8907,59.9787,82.4865,30.6134,15513.8106,302.3333,524.9522,0.0063,0.5333,50.0
train,passive,1,1024,99999,19008.1902,127.1026,93.445,28.1849,12746.7851,198.4889,4204.2674,0.0015,0.0,50.0
train,passive,2,256,45,10740.9776,44.9711,60.4025,65.9645,10754.7258,302.3333,0.0,6.1457,0.7315,50.0
train,passive,2,512,90,15571.0974,89.9873,61.9372,30.7757,15878.5794,301.952,0.0,0.2023,0.1325,50.0
train,passive,2,1024,55,11719.0674,54.9798,57.5322,30.1916,10570.1601,286.6084,56.3058,0.0057,0.6,50.0
train,passive,3,384,25,8476.5092,25.014,38.1472,50.7765,8482.9333,284.7739,0.0,21.6493,0.9936,50.0
train,passive,3,1024,80,14455.9521,79.8818,46.7207,29.8288,20645.4488,302.3333,0.0,0.2813,0.2658,50.0
train,passive,4,1024,30,9010.9,29.9844,28.7747,30.622,9448.3647,302.3333,0.0,0.0857,0.9326,50.0
train,passive,3,1024,75,13910.9587,74.8998,46.3847,29.9562,18130.3187,299.1135,12.7434,0.348,0.3322,50.0
train,passive,3,768,35,9560.6359,35.0141,40.5307,31.2248,9261.8421,271.0893,0.0,0.8734,0.8645,50.0
train,passive,1,640,35,9598.4791,34.9691,79.8133,30.1832,12203.7335,302.3333,579.4856,0.0018,0.8667,50.0
train,passive,1,896,55,11750.1034,54.983,79.1339,29.1459,13611.2169,302.3333,547.052,0.0055,0.6,50.0
train,passive,3,512,100,16641.6806,100.009,49.0235,35.0863,25141.6726,302.3333,0.0,0.0142,0.0,50.0
train,passive,4,640,55,11733.4498,55.0035,29.8287,32.5889,14131.6895,288.8329,0.0,0.0669,0.5991,50.0
train,passive,2,384,75,13942.0482,74.9645,62.7792,47.4294,17032.8225,302.3333,0.0,1.6428,0.3319,50.0
train,passive,4,256,95,16087.4429,94.9377,34.1573,66.7151,18152.8722,302.3333,0.0,0.0133,0.0667,50.0
train,passive,3,256,40,10121.3259,40.0232,40.7253,67.6647,11096.4294,302.3333,0.0,33.8452,0.7919,50.0
train,passive,2,256,30,9130.5782,29.9671,59.4159,66.3109,9475.9923,302.3333,36.2278,7.8181,0.931,50.0
train,passive,2,640,95,16104.8729,94.9545,62.2333,30.3894,16422.9449,302.3333,38.7698,0.0845,0.0664,50.0
train,passive,3,640,50,11187.1669,49.9893,43.732,32.4271,15254.5602,302.3333,14.0871,0.6718,0.6653,50.0
train,passive,1,640,50,11218.8883,49.9694,81.0703,30.4476,14094.6396,302.3333,543.195,0.0045,0.6667,50.0
train,passive,1,768,75,13919.5815,74.9755,81.9062,29.8447,16397.3083,302.3333,521.1673,0.0092,0.3333,50.0
train,passive,4,768,90,15547.0955,89.9857,32.4783,31.7395,19089.9157,302.3333,0.0,0.0254,0.1332,50.0
train,passive,1,768,70,13377.6597,69.9869,82.5915,30.1052,15802.6313,302.3333,547.7624,0.0082,0.4,50.0
train,passive,3,896,40,10104.4267,40.0074,42.6281,30.5443,12053.5641,291.24,0.0,0.8113,0.7977,50.0
train,passive,2,1024,40,10083.5144,39.9663,55.6296,29.1393,10401.6385,302.3333,34.5101,0.0029,0.8,50.0
train,passive,2,384,40,10162.9123,40.0016,58.5132,48.1394,11736.4814,299.5935,0.0,3.9231,0.7966,50.0
train,passive,3,512,65,12825.3368,65.0108,44.5968,34.0849,15993.7122,302.3333,1.9339,0.4722,0.4659,50.0
train,passive,4,256,55,11802.528,54.9956,32.7162,67.2796,12687.5562,302.3333,0.0,0.0057,0.6,50.0
train,passive,3,512,30,9009.7952,30.0207,40.5573,33.3065,9622.2391,302.3333,0.0,0.9302,0.9317,50.0
train,passive,2,1024,80,14442.1888,79.9551,60.3604,30.6786,12773.3402,279.9183,111.0506,0.0105,0.2667,50.0
train,passive,2,256,95,16083.6222,94.9407,67.8999,64.7205,15457.4139,296.4109,18.0085,0.5712,0.0665,50.0
train,passive,2,512,50,11205.7241,50.035,59.5983,31.0206,13453.3791,302.3333,13.3833,0.9548,0.6627,50.0
train,passive,3,256,65,12845.2,65.0622,46.3328,66.3891,12808.1539,302.3333,4.2852,19.7489,0.4633,50.0
validation,passive,3,256,99999,18950.1556,126.823,52.9852,64.6989,25349.7778,301.4222,5.5333,0.0016,0.0,50.0
train,passive,2,768,95,16097.4567,94.9431,60.6841,30.4093,14329.8648,277.0655,60.9116,0.0608,0.0665,50.0
train,passive,1,896,65,12838.2869,65.0096,80.525,29.3442,13202.1652,280.6413,562.8633,0.0073,0.4667,50.0
train,passive,3,1024,90,15545.8605,89.8785,48.1627,30.5677,21484.6884,302.3333,0.0,0.1478,0.1329,50.0
train,passive,3,640,40,10102.8747,40.0114,41.1288,32.3656,10330.1691,281.5376,0.0,0.8033,0.7983,50.0
train,passive,3,512,30,9012.4287,30.0166,40.8108,32.8523,9755.8128,302.3333,4.202,0.9301,0.9317,50.0
train,passive,4,1024,95,16096.8852,94.9891,34.3061,31.4748,15329.2267,292.7029,0.4061,0.0193,0.0666,50.0
train,passive,2,768,99999,18962.9973,126.8293,61.0125,29.2338,15679.9935,254.8618,12.5608,0.0015,0.0,50.0
train,passive,3,1024,70,13369.4949,69.9295,46.0195,30.1494,16809.2416,289.122,2.0588,0.4148,0.3987,50.0
train,passive,3,640,90,15544.9611,89.9742,48.406,33.9706,20650.5207,302.3333,25.1269,0.1457,0.1331,50.0
train,passive,2,256,70,13414.2942,69.9463,63.9681,64.8793,15481.7997,302.3333,0.0,3.3585,0.399,50.0
train,passive,4,1024,95,16091.9084,94.9712,34.4075,31.3374,16008.3861,302.3333,14.9807,0.0193,0.0666,50.0
train,passive,2,640,100,16651.2806,99.9558,62.2497,30.6008,16049.0105,293.8104,33.4114,0.0142,0.0,50.0
train,passive,1,384,35,9585.1186,34.9919,82.9403,48.464,11743.6763,302.3333,888.2609,0.0019,0.8667,50.0
train,passive,3,1024,95,16090.1096,94.8686,48.482,30.6924,21167.4555,299.7346,0.0,0.081,0.0664,50.0
train,passive,1,512,80,14467.1889,79.986,83.9696,32.36,20385.1308,302.3333,356.4397,0.0099,0.2667,50.0
train,passive,1,384,60,12297.6572,60.0377,84.8735,48.3392,14199.1573,302.3333,1200.2726,0.0065,0.5333,50.0
train,passive,4,256,99999,19017.5828,127.4419,38.8786,67.0211,19183.3187,302.3333,29.7766,0.0016,0.0,50.0
train,passive,3,256,45,10664.467,45.0203,41.5563,67.2117,10928.0257,302.3333,1.55,31.026,0.7261,50.0
train,passive,1,896,80,14464.6813,80.0024,82.8424,28.8751,15884.7562,302.3333,600.5156,0.0101,0.2667,50.0
train,passive,2,256,55,11808.1813,54.9599,62.0715,65.6302,11938.0592,302.3333,7.2686,5.0308,0.5985,50.0
train,passive,1,512,100,16624.9939,99.978,84.5226,32.7439,22744.666,302.1661,259.7047,0.0135,0.0,50.0
train,passive,4,512,70,13366.9299,69.9917,29.125,32.4767,16692.7284,286.4924,0.0,0.0508,0.3993,50.0
train,passive,2,512,85,15024.4522,84.9739,61.4401,30.2352,17471.3461,302.3333,0.0,0.2963,0.1988,50.0
train,passive,4,256,60,12338.9261,60.0139,32.7812,67.9497,10952.6003,284.4439,0.0,0.0066,0.5333,50.0
